cst_dim_id;monthly_os_changes;monthly_phone_model_changes;logins_last_7_days;logins_last_30_days;login_frequency_7d;login_frequency_30d;freq_change_7d_vs_mean;logins_7d_over_30d_ratio;avg_login_interval_30d;std_login_interval_30d;var_login_interval_30d;ewm_login_interval_7d;burstiness_login_interval;fano_factor_login_interval;zscore_avg_login_interval_7d
2096229005.0;1;1;6;77;0.8571428571428571;2.566666666666667;-0.6660482374768089;0.0779220779220779;27713.07692307692;61067.37159838937;3729223873.935773;36745.56873201881;0.3756941447220521;134565.4935497406;1.3622810495927289
2684371840.0;1;1;12;32;1.7142857142857142;1.0666666666666667;0.6071428571428571;0.375;84067.05882352941;169078.9765532648;28587700312.299465;20254.988536205343;0.3358216438317895;340058.290516738;-0.1907326248523172
452718092.0;1;1;18;83;2.571428571428572;2.7666666666666666;-0.07056798623063675;0.216867469879518;29538.556701030928;36110.21707303704;1303947777.0618556;6498.335429490985;0.1001033224873728;44143.923153034295;0.0392662797993286
454726005.0;1;1;0;21;0.0;0.7;-1.0;0.0;88407.0;126775.5462515087;16072039127.368422;-1.0;0.1783069627155677;181796.00175742217;-1.0
450912073.0;2;2;46;73;6.571428571428571;2.433333333333333;1.7005870841487278;0.6301369863013698;35968.831168831166;59375.10292454295;3525402847.3000684;7918.558834823678;0.2454930350659653;98012.71636413391;-0.4006757602154949
2934295459.0;1;1;4;4;0.5714285714285714;0.13333333333333333;3.2857142857142856;1.0;15760.0;12822.230695163773;164409600;7243.1654676258995;-0.1027830660303679;10432.081218274112;0.0
2938439602.0;1;1;0;1;0.0;0.03333333333333333;-1.0;0.0;326175.0;650470.12975232;4,23E+11;-1.0;0.3320501171541828;1297191.353414578;-1.0
452195675.0;2;2;0;27;0.0;0.9;-1.0;0.0;61005.454545454544;66070.39432921664;4365297006.818182;-1.0;0.0398576112504068;71555.84757696779;-1.0
2095336822.0;2;2;14;20;2.0;0.6666666666666666;2.0000000000000004;0.7;130715.45454545454;324139.39417254645;105066346854.54546;13021.171548294176;0.4252432180777083;803779.0727951762;-0.3147460945067974
2112686417.0;2;2;5;15;0.7142857142857143;0.5;0.4285714285714286;0.3333333333333333;150083.33333333334;200165.5089581384;40066230976.47059;87515.99153140438;0.1429902674257162;266959.8954567724;-0.3906184124343083
451004861.0;1;1;8;38;1.1428571428571428;1.2666666666666666;-0.09774436090225565;0.2105263157894736;72930.0;87518.31076362774;7659454718.918919;46469.00503340079;0.0909221835630243;105024.74590592238;0.0113119185158157
2938055402.0;2;2;4;8;0.5714285714285714;0.26666666666666666;1.1428571428571428;0.5;358851.4285714286;551513.7721891319;304167440914.2857;43808.201438848926;0.2116319290947682;847613.8499020685;-0.3707458251855018
2112056958.0;1;1;7;9;1.0;0.3;2.3333333333333335;0.7777777777777778;117120.0;152965.12207502915;23398328571.42857;97535.63441749036;0.1327178698316875;199780.8108899297;-0.3057559747316737
453006901.0;2;2;12;55;1.7142857142857142;1.8333333333333333;-0.06493506493506494;0.2181818181818181;51653.454545454544;83001.86959559185;6889310356.363636;5888.377184790732;0.2328048686534;133375.59737270058;-0.0492080920136351
2939130556.0;2;2;0;8;0.0;0.26666666666666666;-1.0;0.0;37474.28571428572;94536.75385040164;8937197828.571428;-1.0;0.4322552744397901;238488.8106129917;-1.0
452262441.0;1;2;1;19;0.1428571428571428;0.6333333333333333;-0.7744360902255639;0.0526315789473684;93770.4;89552.81851510872;8019707304;-1.0;-0.0230062592128431;85524.93435028539;-1.0
2095445364.0;2;1;9;14;1.2857142857142858;0.4666666666666667;1.7551020408163267;0.6428571428571429;121398.46153846152;118423.92845522914;14024226830.76923;81245.3282805885;-0.0124030666332307;115522.27806714064;-0.5373995134988396
453145885.0;1;1;8;24;1.1428571428571428;0.8;0.42857142857142844;0.3333333333333333;100005.0;111440.29866554856;12418940166.666666;18792.721936287468;0.0540815933847564;124183.19250704133;-0.3393681295469951
2684034681.0;2;2;24;52;3.4285714285714284;1.7333333333333334;0.9780219780219779;0.4615384615384615;50326.90909090909;69844.45928004033;4878248492.121212;6295.437914820273;0.1624143126080061;96931.21592882415;-0.3920630371014265
2112406217.0;1;1;1;3;0.1428571428571428;0.1;0.42857142857142844;0.3333333333333333;687560.0;723754.0565689425;5,24E+11;-1.0;0.0256456430802752;761853.4155564605;-1.0
456326660.0;1;1;14;73;2.0;2.433333333333333;-0.17808219178082185;0.1917808219178082;35776.153846153844;47722.77836238555;2277463574.625375;125715.58382900608;0.143075177133941;63658.70362753418;-0.0144585043804542
450684874.0;1;1;1;1;0.1428571428571428;0.03333333333333333;3.2857142857142856;1.0;395545.7142857143;984645.959230307;969527665028.5714;-1.0;0.4268249521052877;2451114.068520164;-1.0
452171932.0;3;2;20;95;2.857142857142857;3.1666666666666665;-0.09774436090225558;0.2105263157894736;25735.636363636364;40571.61391925818;1646055856.0133445;62108.67150001648;0.223745932644248;63960.17696065869;0.0572385012296351
2933493153.0;1;1;15;88;2.142857142857143;2.933333333333333;-0.26948051948051943;0.1704545454545454;26992.14953271028;26916.723251891908;724509990.6189384;16043.88820094486;-0.001399144091173;26841.507740646783;0.5126656357678446
453173126.0;1;1;9;52;1.2857142857142858;1.7333333333333334;-0.2582417582417582;0.173076923076923;42042.35294117647;48587.0401892618;2360700474.352941;49714.49933730152;0.0722137379720273;56150.5317662861;0.0029873616144992
2937668970.0;2;2;15;53;2.142857142857143;1.7666666666666666;0.21293800539083557;0.2830188679245283;46571.80327868852;77013.81861952215;5931128258.360656;124508.76686946052;0.246323276715043;127354.49007349835;-0.2109503110504902
2937859498.0;1;1;5;26;0.7142857142857143;0.8666666666666667;-0.17582417582417584;0.1923076923076923;94588.8;196380.2506261768;38565202836;15172.674664784756;0.3498360062938569;407714.26253425353;0.0050473507230969
2937764287.0;1;1;27;77;3.857142857142857;2.566666666666667;0.5027829313543598;0.3506493506493506;31784.835164835164;73286.16709497453;5370862287.4725275;4308.434492312876;0.3949836875784127;168975.62185298125;-0.1400126301828744
453145885.0;1;1;4;28;0.5714285714285714;0.9333333333333333;-0.38775510204081637;0.1428571428571428;94654.28571428572;80409.03834531941;6465613447.619047;114600.0;-0.0813719689460261;68307.6671999356;0.5597096447346589
455536283.0;2;2;3;37;0.4285714285714285;1.2333333333333334;-0.6525096525096525;0.081081081081081;65428.333333333336;106193.06949406552;11276968008.571428;42387.69230769231;0.2375271119402842;172356.03344990336;-0.1098784825499879
2938139457.0;1;1;1;2;0.1428571428571428;0.06666666666666667;1.1428571428571428;0.5;613140.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
456640032.0;1;1;3;20;0.4285714285714285;0.6666666666666666;-0.35714285714285715;0.15;124800.0;172680.00521195267;29818384200;5104.615384615385;0.1609520114733037;238929.36057692303;-0.677727568147533
2937607295.0;1;1;44;215;6.285714285714286;7.166666666666667;-0.12292358803986717;0.2046511627906976;11768.536585365851;20577.264179549784;423423801.1149826;23591.362615026035;0.2723298661920422;35979.307881109795;0.0581053657431312
2937708912.0;1;1;4;12;0.5714285714285714;0.4;0.42857142857142844;0.3333333333333333;130505.45454545454;299911.0107495741;89946614368.83116;7768.489208633095;0.3935852130749707;689217.27970767;-0.4225435212556113
2937833270.0;2;1;24;96;3.4285714285714284;03.фев;0.07142857142857131;0.25;25797.777777777777;41745.01336459205;1742646140.809969;63573.07779959929;0.2361056645290235;67550.24234339617;-0.2210406046484986
452951313.0;1;1;17;60;2.4285714285714284;2.0;0.2142857142857142;0.2833333333333333;45948.3870967742;64641.19414864219;4178483980.962454;119284.46121580352;0.1690286448448122;90938.64322510254;-0.1972370291838429
456326660.0;1;1;23;50;3.2857142857142856;1.6666666666666667;0.9714285714285713;0.46;50371.57894736842;80313.14666864664;6450201527.819549;5184.885017754941;0.2291129860826594;128052.39904349927;-0.3173570410444678
456640032.0;1;1;1;14;0.1428571428571428;0.4666666666666667;-0.6938775510204082;0.0714285714285714;167785.7142857143;172538.27409121033;29769456026.373627;-1.0;0.0139648099099977;177425.45098732685;-1.0
450912073.0;1;1;12;76;1.7142857142857142;2.533333333333333;-0.3233082706766917;0.1578947368421052;35372.36842105263;61533.27173420726;3786343530.3157897;6561.505260988925;0.2699626489360191;107042.40907041624;0.2443082530917139
453055831.0;1;2;9;69;1.2857142857142858;02.мар;-0.44099378881987567;0.1304347826086956;37293.506493506495;49388.001040265306;2439174646.753247;35747.74709468687;0.1395279672777576;65404.808399498535;0.4263483652502246
453145885.0;1;2;4;40;0.5714285714285714;1.3333333333333333;-0.5714285714285714;0.1;70324.5;76497.77238083976;5851909179.230769;143672.8057553957;0.0420458850059683;83212.95109429529;1.493579439557868
2685838029.0;1;1;3;10;0.4285714285714285;0.3333333333333333;0.2857142857142857;0.3;203622.85714285716;590464.8334142357;348648719498.9011;111581.53846153844;0.4871527173529025;1712227.813669745;-0.1234330192391436
497566784.0;1;1;10;52;1.4285714285714286;1.7333333333333334;-0.17582417582417584;0.1923076923076923;49460.357142857145;64128.7529318745;4112496952.5974026;7592.679573572046;0.1291355815655817;83147.33637525527;0.1694452024562688
2938118136.0;1;1;0;5;0.0;0.16666666666666666;-1.0;0.0;297240.0;395007.20398494;1,56E+11;-1.0;0.141231634338341;524931.675413807;-1.0
2933375279.0;1;1;16;47;2.2857142857142856;1.5666666666666667;0.458966565349544;0.3404255319148936;50242.10526315789;67913.49883535784;4612243324.06015;66649.26471405874;0.1495603505819825;91800.35947741762;-0.2270845344096551
455896453.0;1;1;3;35;0.4285714285714285;1.1666666666666667;-0.6326530612244898;0.0857142857142857;64475.71428571428;93566.4893666754;8754687932.40418;108687.6923076923;0.1840696624614626;135782.7211282859;0.7309698822433857
452951313.0;1;1;0;28;0.0;0.9333333333333333;-1.0;0.0;63690.0;52213.56615774382;2726256490.909091;-1.0;-0.0990170900059869;42805.09484862759;-1.0
455975954.0;1;1;12;29;1.7142857142857142;0.9666666666666667;0.773399014778325;0.4137931034482758;81444.0;186710.2554163725;34860719477.64706;56910.01643657583;0.392558586299225;428032.9978592291;-0.1896979112130743
1286648072.0;1;1;5;17;0.7142857142857143;0.5666666666666667;0.26050420168067234;0.2941176470588235;157164.70588235295;314329.577317297;98803083176.47058;26402.836979534222;0.3333335674154802;628659.4857399506;-0.3834660005942754
2112800905.0;1;2;15;67;2.142857142857143;2.2333333333333334;-0.040511727078891314;0.2238805970149253;41225.21739130434;58979.15779944181;3478541054.7314577;6904.684777638953;0.1771772976413612;84378.96207347079;-0.1599512297539971
2933083574.0;1;1;11;79;1.5714285714285714;2.6333333333333333;-0.40325497287522605;0.1392405063291139;33232.857142857145;68725.74331462717;4723227794.148021;29932.908396892788;0.348110762726389;142125.23990472485;0.1840524706911491
456000634.0;1;1;3;11;0.4285714285714285;0.36666666666666664;0.16883116883116886;0.2727272727272727;234343.63636363635;173890.35391721572;30237855185.454544;39618.46153846154;-0.1480848824097932;129032.11563438308;-0.8870166336947441
456591642.0;2;1;21;77;3.0;2.566666666666667;0.16883116883116875;0.2727272727272727;32768.04878048781;43836.02046231957;1921596689.9728997;9829.215333218082;0.144482816529632;58642.389812271686;-0.1307611576058767
2096229005.0;1;2;8;62;1.1428571428571428;2.066666666666667;-0.44700460829493094;0.1290322580645161;44016.0;67237.50861684272;4520882565;4225.490544782144;0.2087260788944431;102709.98193838604;0.5362822992113848
452910230.0;1;1;17;61;2.4285714285714284;2.033333333333333;0.19437939110070254;0.2786885245901639;37872.0;47476.29448793455;2253998538.3050847;10411.835531556417;0.1125305964876929;59516.2267190823;-0.0713408667742753
2112800905.0;1;1;7;19;1.0;0.6333333333333333;0.5789473684210527;0.3684210526315789;110155.3846153846;178724.62163296403;31942490377.846153;1846.8914838917567;0.2373623495377205;289976.6587840952;-0.2891900631437775
450811993.0;2;1;1;9;0.1428571428571428;0.3;-0.5238095238095238;0.1111111111111111;237258.0;351797.01653083984;1,24E+11;-1.0;0.194445363024666;521631.05496969545;-1.0
2684034681.0;2;2;8;29;1.1428571428571428;0.9666666666666667;0.18226600985221666;0.2758620689655172;69680.48780487805;159638.7881116494;25484542669.756096;129587.83325713336;0.3922840761956544;365734.27472435153;-0.0991375735045275
453720887.0;2;2;8;43;1.1428571428571428;1.4333333333333333;-0.20265780730897015;0.1860465116279069;50874.444444444445;47077.54460769283;2216295206.289308;84663.9861257657;-0.0387628661091366;43564.0178579155;0.2044010258582175
2939186841.0;1;1;18;18;2.571428571428572;0.6;3.285714285714286;1.0;5682.35294117647;16508.408285405563;272527544.11764705;888.5967109839626;0.4878631802527214;47960.33385093168;0.0
2939073496.0;2;1;9;19;1.2857142857142858;0.6333333333333333;1.030075187969925;0.4736842105263157;97220.0;123424.43098797694;15233590164.705883;8937.262718206943;0.1187631651097726;156691.93750983218;-0.3220391593611794
452274831.0;1;1;3;29;0.4285714285714285;0.9666666666666667;-0.5566502463054188;0.1034482758620689;83470.71428571429;81257.2163828279;6602735214.285714;182866.15384615384;-0.0134372956298485;79102.41658751144;1.4788752441153166
456064118.0;1;2;6;24;0.8571428571428571;0.8;0.07142857142857131;0.25;89904.375;101651.83942094354;10333096457.661291;127507.3089607747;0.0613264594753817;114934.30055724533;0.1359899149759201
2937996612.0;1;1;1;5;0.1428571428571428;0.16666666666666666;-0.14285714285714285;0.2;299895.0;361722.2416440548;1,31E+11;-1.0;0.0934486554347043;436295.9705897064;-1.0
454360696.0;1;1;3;18;0.4285714285714285;0.6;-0.28571428571428575;0.1666666666666666;148646.66666666666;154269.52228448223;23799085505.882355;232795.3846153846;0.0185624137068566;160105.0735920686;0.4410678942004978
497566784.0;1;1;21;23;3.0;0.7666666666666667;2.9130434782608696;0.9130434782608696;32072.727272727272;68686.4546279006;4717829049.350649;53317.6873919437;0.3633785692234285;147097.8445092323;-0.1508554682121897
2684693378.0;1;1;3;10;0.4285714285714285;0.3333333333333333;0.2857142857142857;0.3;181433.3333333333;283893.68925708794;80595626800;63876.92307692308;0.2201899974632243;444216.2050339886;-0.4920973541149097
453308233.0;1;1;6;9;0.8571428571428571;0.3;1.8571428571428572;0.6666666666666666;168878.82352941178;275754.4140599193;76040496873.52942;25691.733913409586;0.2403679740856871;450266.6188948568;-0.288614866966801
2096229005.0;1;1;38;79;5.428571428571429;2.6333333333333333;1.061482820976492;0.4810126582278481;31333.18681318681;54078.95472525171;2924533344.175824;3070.266652570709;0.2663060251431406;93336.60701710085;-0.3204963154365972
452139692.0;1;2;4;23;0.5714285714285714;0.7666666666666667;-0.2546583850931678;0.1739130434782608;100603.2;160109.59201746783;25635081456;1427.4820143884892;0.2282450030817087;254813.7778519968;-0.6145990303270793
2937932020.0;1;1;1;39;0.1428571428571428;01.мар;-0.8901098901098902;0.0256410256410256;68275.38461538461;167458.22608459942;28042257483.40081;-1.0;0.4207411967037823;410722.8050251364;-1.0
2685329878.0;1;1;7;40;1.0;1.3333333333333333;-0.24999999999999994;0.175;63547.142857142855;84590.86219709188;7155613967.247387;30621.122918607667;0.1420548314542558;112603.23667632964;0.0832578952375221
454192001.0;2;2;23;107;3.2857142857142856;3.566666666666667;-0.07877169559412558;0.2149532710280373;24286.90909090909;36594.65148029336;1339168516.9641368;58778.90987953242;0.2021587862385699;55139.52030501095;0.0022954174067004
453005511.0;2;2;17;58;2.4285714285714284;1.9333333333333333;0.2561576354679802;0.293103448275862;45236.19047619047;57709.07301139138;3330337107.834101;8429.933447782818;0.1211603342654564;73621.07800803837;-0.1959820161027013
2934812537.0;2;2;12;43;1.7142857142857142;1.4333333333333333;0.19601328903654477;0.2790697674418604;53881.1320754717;100190.90319639376;10038217083.309143;55364.82823124888;0.3005722033801062;186303.00991539183;-0.0654500109553995
455814236.0;1;1;6;38;0.8571428571428571;1.2666666666666666;-0.3233082706766917;0.1578947368421052;70644.61538461539;131213.2181612924;17216908620.242916;79732.06371482703;0.3000557457330587;243711.54866521253;0.1508947413441718
453195571.0;1;1;0;2;0.0;0.06666666666666667;-1.0;0.0;666900.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2938143337.0;1;1;1;5;0.1428571428571428;0.16666666666666666;-0.14285714285714285;0.2;359085.0;154779.69149730206;23956752900;-1.0;-0.3975858078658643;66716.10593592047;-1.0
2095314234.0;1;1;2;9;0.2857142857142857;0.3;-0.04761904761904764;0.2222222222222222;250987.5;313938.2996591164;98557255992.85715;47880.0;0.1114319786724233;392677.9460843952;-0.646966299494328
2112800905.0;1;1;27;38;3.857142857142857;1.2666666666666666;2.0451127819548875;0.7105263157894737;68600.0;226340.49748111804;51230020800;629.9846963273525;0.5348214261122839;746793.306122449;-0.2265035362538244
453637809.0;1;1;18;30;2.571428571428572;1.0;1.5714285714285716;0.6;87033.75;144644.11341901956;20921919546.774193;4216.6855706664965;0.2486658093648926;240388.5796805744;-0.4941758821935035
498811236.0;1;1;6;12;0.8571428571428571;0.4;1.1428571428571426;0.5;215670.0;263417.4409218535;69388748181.81818;56646.34060767666;0.0996633116284127;321735.7452673908;-0.7005686463059483
2684034681.0;2;4;12;65;1.7142857142857142;2.1666666666666665;-0.20879120879120877;0.1846153846153846;41362.05882352941;60847.97431129103;3702475977.787533;2112.648994474514;0.1906458191052405;89513.82216209521;0.1556148807672406
454360696.0;1;1;4;16;0.5714285714285714;0.5333333333333333;0.07142857142857138;0.25;166260.0;231243.38717958124;53473504114.28571;92460.0;0.1634788262828651;321625.7916172604;-0.4959276950520565
2937762710.0;2;1;20;103;2.857142857142857;3.433333333333333;-0.1678224687933425;0.1941747572815534;25356.216216216217;28547.269828194338;814946614.6437347;46989.27973479979;0.0591993922127604;32139.91424014388;0.209794035567055
456508483.0;1;1;11;64;1.5714285714285714;2.1333333333333333;-0.26339285714285715;0.171875;39998.260869565216;40227.35808013518;1618240338.1074169;16385.640538554817;0.0028556614902977;40457.76748605439;-0.0243680151108228
2937827669.0;1;1;1;19;0.1428571428571428;0.6333333333333333;-0.7744360902255639;0.0526315789473684;136234.2857142857;178318.37842946613;31797444085.714287;-1.0;0.1337902917774933;233402.6557191393;-1.0
2935588230.0;1;1;22;39;3.142857142857143;01.мар;1.4175824175824174;0.5641025641025641;69071.70731707317;120083.2872614345;14419995879.512196;62075.16068267078;0.2696813798548114;208768.4877010106;-0.3633453772970269
2937759666.0;1;1;9;18;1.2857142857142858;0.6;1.142857142857143;0.5;65858.82352941176;39705.82984310253;1576552923.5294118;30424.14621803336;-0.2477438503399533;23938.370578778136;0.0196111370462517
453055831.0;1;2;2;70;0.2857142857142857;2.3333333333333335;-0.8775510204081634;0.0285714285714285;34382.535211267605;59698.15770591992;3563870033.4808855;25680.0;0.2690841415989127;103653.49767206692;-0.1457756075846981
455912976.0;2;1;1;15;0.1428571428571428;0.5;-0.7142857142857143;0.0666666666666666;150675.0;193294.6656273784;37362827760;-1.0;0.1239053029564187;247969.6549527128;-1.0
452195675.0;1;2;6;28;0.8571428571428571;0.9333333333333333;-0.08163265306122455;0.2142857142857142;83567.64705882352;90059.7168906116;8110752606.417112;26612.73033471336;0.0373908218388821;97056.13226979968;-0.0077242865383251
455852784.0;1;2;22;61;3.142857142857143;2.033333333333333;0.5456674473067916;0.360655737704918;39546.857142857145;85656.5310342409;7337041308.819876;24153.5727570671;0.3682781637359719;185527.7976279102;-0.1641239207862149
454966600.0;1;1;3;32;0.4285714285714285;1.0666666666666667;-0.5982142857142857;0.09375;73328.82352941176;79723.12104325197;6355776028.877006;111789.23076923077;0.0417786100770802;86675.00340200796;0.6783625096820748
2933375279.0;1;1;16;23;2.2857142857142856;0.7666666666666667;1.981366459627329;0.6956521739130435;39286.36363636364;39089.70751702082;1528005233.7662337;45722.020999000015;-0.002509134694414;38894.03580106113;-0.1216269943768049
2095445364.0;2;1;2;5;0.2857142857142857;0.16666666666666666;0.7142857142857143;0.4;237375.0;148909.5916991246;22174066500;347220.0;-0.2290161456136482;93413.65560821485;0.7376623543629376
454893889.0;1;1;13;19;1.8571428571428568;0.6333333333333333;1.9323308270676693;0.6842105263157895;57290.0;86146.36116039069;7421195541.176471;39377.5199093847;0.2011788428467135;129537.36326019323;-0.1658804830234711
2935588230.0;2;2;23;65;3.2857142857142856;2.1666666666666665;0.5164835164835165;0.3538461538461538;36850.26315789474;69258.05060253399;4796677573.263158;14647.691121880453;0.3054217553377535;130166.71150245302;-0.1956620512837251
2937920677.0;3;3;17;36;2.4285714285714284;01.фев;1.0238095238095237;0.4722222222222222;71671.5;145416.71112570036;21146019874.615383;50989.02356175233;0.3397015929298885;295040.8443330387;-0.2670704054531199
2937778211.0;1;2;4;29;0.5714285714285714;0.9666666666666667;-0.4088669950738917;0.1379310344827586;89185.16129032258;142853.11850220998;20407013465.80645;90152.80575539568;0.231289239257731;228816.24219275592;0.4479764906825426
456156194.0;1;1;6;45;0.8571428571428571;01.май;-0.4285714285714286;0.1333333333333333;58329.79591836735;60293.79737618801;3635342002.0408163;43492.76261314996;0.0165565837560141;62323.92801662608;0.325045111346273
456173125.0;1;2;0;24;0.0;0.8;-1.0;0.0;59400.0;77942.35212351149;6075010254.545455;-1.0;0.1350082610121342;102272.89990817264;-1.0
2685175517.0;1;1;2;13;0.2857142857142857;0.43333333333333335;-0.3406593406593407;0.1538461538461538;197967.6923076923;242082.21820123584;58603800369.23077;2700.0;0.1002489145890838;296027.09253258107;-0.8066172466470545
453055831.0;1;2;22;53;3.142857142857143;1.7666666666666666;0.7789757412398922;0.4150943396226415;42693.230769230766;65926.57082665182;4346312740.961538;34564.92431585041;0.2138959905658836;101803.32250924304;-0.2620504554607258
2937526973.0;1;2;3;10;0.4285714285714285;0.3333333333333333;0.2857142857142857;0.3;172700.0;257589.19270807927;66352192200;228143.0769230769;0.1972840455829681;384204.9345686161;-0.0020575397377041
452910230.0;2;2;3;34;0.4285714285714285;1.1333333333333333;-0.6218487394957983;0.088235294117647;66496.36363636363;92793.5429400324;8610641611.363636;79126.15384615384;0.165090054158934;129490.41331720122;0.2966115474373411
452501700.0;1;1;10;11;1.4285714285714286;0.36666666666666664;2.8961038961038965;0.9090909090909092;106824.0;244887.17271429303;59969727360;33602.71200346037;0.3925470198993265;561388.1464839362;-0.3133034660394931
465356982.0;1;1;8;76;1.1428571428571428;2.533333333333333;-0.5488721804511278;0.1052631578947368;34820.48780487805;40498.878140305394;1640159130.6233063;103641.728033921;0.0753908409101586;47103.278386396814;1.0316920185598015
450724681.0;1;1;8;25;1.1428571428571428;0.8333333333333334;0.3714285714285713;0.32;104942.4;91295.50834515356;8334869844;69685.21294807174;-0.0695425861900422;79423.28214334721;-0.3413981131238079
2937859498.0;1;1;13;46;1.8571428571428568;1.5333333333333334;0.21118012422360244;0.2826086956521739;53030.58823529412;114036.08989108256;13004229797.647058;52392.46688153248;0.3651566089656798;245221.3002040997;-0.2618082421434267
2938167961.0;1;1;2;7;0.2857142857142857;0.23333333333333334;0.22448979591836726;0.2857142857142857;216215.0;636978.6880479383;405741849027.2727;6060.0;0.493163151512083;1876566.607438303;-0.3299246959800702
2112334789.0;1;2;4;24;0.5714285714285714;0.8;-0.2857142857142858;0.1666666666666666;108485.0;126407.56681396128;15978872947.826086;158137.55395683454;0.07630112377356;147291.08123543425;0.0754306110015788
451099995.0;4;3;4;28;0.5714285714285714;0.9333333333333333;-0.38775510204081637;0.1428571428571428;85374.0;113723.9820218082;12933144086.896551;207432.51798561157;0.1423921113309068;151488.08872603546;0.8449053426705913
456591642.0;2;2;21;75;3.0;02.май;0.2;0.28;33111.62790697674;39622.62258922487;1569952220.848153;14377.89603548895;0.0895175881765379;47413.924354874696;-0.14622020271198
2937708912.0;1;1;10;39;1.4285714285714286;01.мар;0.09890109890109888;0.2564102564102564;66620.93023255814;130677.0423932141;17076489408.637875;74085.86658363197;0.324666854444345;256323.19076043865;-0.1232626374474882
452850322.0;2;1;3;19;0.4285714285714285;0.6333333333333333;-0.3233082706766917;0.1578947368421052;111777.5;123848.20053632978;15338376776.086956;31776.923076923074;0.0512282849827269;137222.39964292417;-0.4941331382691204
2933493153.0;1;1;15;77;2.142857142857143;2.566666666666667;-0.16512059369202237;0.1948051948051948;30732.527472527472;32534.604981752604;1058500521.3186814;64378.15363550094;0.0284836286918393;34442.35174815673;-0.00947427388206
2937833270.0;1;1;20;58;2.857142857142857;1.9333333333333333;0.47783251231527096;0.3448275862068966;44955.0;57146.39145153615;3265710055.9322033;7902.842881439942;0.1194047532380884;72643.97855482601;-0.3698948850106025
2938757242.0;1;1;1;3;0.1428571428571428;0.1;0.42857142857142844;0.3333333333333333;549600.0;688241.1722644904;4,74E+11;-1.0;0.1120023920442572;861855.7336244541;-1.0
2685175517.0;1;1;2;6;0.2857142857142857;0.2;0.42857142857142844;0.3333333333333333;372968.5714285714;375727.5046017868;141171157714.2857;367680.0;0.0036849841498347;378506.8462298623;-0.0140755504023494
2933493153.0;1;1;16;69;2.2857142857142856;02.мар;-0.006211180124223581;0.2318840579710145;37404.155844155845;50336.76602723556;2533790014.080656;1663.3224456027;0.1473954217398813;67740.86881248369;-0.0157371223198414
2112686417.0;1;1;1;16;0.1428571428571428;0.5333333333333333;-0.7321428571428572;0.0625;164917.5;235449.8253556371;55436620260;-1.0;0.1761690350055036;336147.590522534;-1.0
453444708.0;1;1;8;18;1.1428571428571428;0.6;0.9047619047619048;0.4444444444444444;161243.33333333334;231161.11796498892;53435462458.82353;118134.23961620404;0.1781778580755731;331396.41406667064;-0.4662322230206777
