step;type;amount;nameOrig;nameDest;isFraud
452171932;TRANSFER;40000.0;9603;47344e7b172a9693714f42a664759568;0
2937762710;TRANSFER;20000.0;10406;750d7b7228fbb420c8347ec27bff63c9;0
2937708912;TRANSFER;5000.0;370;e9775740c162065df7fd33e33bfb86e2;0
453006901;TRANSFER;30000.0;4224;b207695c11108d4b0f80c30275148d90;0
455536283;TRANSFER;15000.0;7513;456df69c93f581a12ac8b6b4f901cc83;0
456088424;TRANSFER;350000.0;272;0464cf610fd775cef7503005ac1dc8f7;0
2937762710;TRANSFER;15000.0;576;3d120a22e38280f1b4ca3431453804b2;0
456591642;TRANSFER;43000.0;6192;59fb538d5c6a9b5853b5787a29c02102;0
2933725046;TRANSFER;3000.0;7037;639bd8a0613721b132d1778ea861238c;0
456649741;TRANSFER;239000.0;4;0a8392672afd74eac67ce8c3de84850c;0
498811236;TRANSFER;140000.0;12;5b8673bac61c2f1050867aeed437a5bf;0
456175450;TRANSFER;20000.0;17;8af822d1743890a91682fc1283abac85;0
2933375279;TRANSFER;5000.0;78;0c1de05ea765df1559aabe6d5e076133;0
2937668970;TRANSFER;24500.0;172;7fc3568e388a9b8fad9ff224b240b471;0
465356982;TRANSFER;2000.0;282;9030efc541153c7eb82a2280c59cda34;0
450724681;TRANSFER;40000.0;431;b1bad967c9a07c387478a24f700412f8;0
455912976;TRANSFER;503420.0;5722;674f115fe46fae16c53be56f47851cee;0
2938167961;TRANSFER;376.0;8193;70013924a3d35b1a300fb4cf4b114013;0
2937630576;TRANSFER;1000.0;543;142fb99b4b6a17e93c69436463fe45bb;0
453720887;TRANSFER;2000.0;567;bee9a10bc22c161b1c24ffee7fe89c0e;0
2112334789;TRANSFER;200000.0;1906;e66f065f440e373f227cad37cfa8dafc;0
452139692;TRANSFER;35244.0;8301;2c535cf793c342d6f82325332e48e591;0
2095314234;TRANSFER;5000.0;8355;5eb09003e1a1831ed3bf03315edaae0e;0
2685329878;TRANSFER;15000.0;849;305954fb3eb7e15ada96d2c56b17213f;0
2937939312;TRANSFER;120000.0;4850;56f40729d51a181b4a17fa03935b8ebb;0
456088424;TRANSFER;253000.0;6195;f17d6300fb05c9772d4943dc6f0b09d6;0
453055831;TRANSFER;20000.0;7884;c759542130fdd1be9959b0d256487f47;0
454304966;TRANSFER;10000.0;1598;6e5de7c73cc79fd90dfef27cf2fe3402;0
453660874;TRANSFER;50000.0;4594;8ac59ed95a57e7e893b3bd1bf44044c9;0
452718092;TRANSFER;5000.0;6883;f7492eccd201d138a6381c4c09c562e9;0
2934295459;TRANSFER;1500.0;3489;e1a6e2449e3ceb7a51c502c0b2c8490a;0
456088424;TRANSFER;254000.0;10691;f17d6300fb05c9772d4943dc6f0b09d6;0
455579485;TRANSFER;50000.0;11762;09e5b4b08c8b9f2b46119ea900a9db3e;0
452274831;TRANSFER;80000.0;12032;eb73122c4d7478bb4e3189b32630c20c;0
2937859498;TRANSFER;13000.0;995;1f1ec07ffa06b3258d49beb4fb3d9f63;0
2937654982;TRANSFER;10000.0;4519;4c8851ae5c8d1ffa37f74745700414eb;0
2938218494;TRANSFER;44500.0;4673;615fe53ea2d590eb8a33374f15110e9a;1
2938000220;TRANSFER;168000.0;4982;b158990187a7984552bcfe2087529758;0
2937649420;TRANSFER;6000.0;11990;d81e3bd095e0581d0b03618ea8ed5654;0
2933375279;TRANSFER;10000.0;7179;0c1de05ea765df1559aabe6d5e076133;0
497566784;TRANSFER;5000.0;8700;4e2937106cfbc9ebe27a335e05da57ad;0
2685838029;TRANSFER;5000.0;10088;e08a6a4db528821b45f760caa53453e8;0
2937759666;TRANSFER;25000.0;1473;22b84292f0ebce65ad0808342615a03b;0
452501700;TRANSFER;2000.0;7285;672cb84be96d43307f178ec625be2345;0
456418779;TRANSFER;9050.0;8598;cc0364e3ba50acd7b64a149815f9eac6;0
2938282460;TRANSFER;301000.0;9251;8cfe18d7e0cff4060f90649295efdaf6;0
2112800905;TRANSFER;50000.0;9869;c3c8daddee7d043dacec933a269a7a34;0
452195675;TRANSFER;70000.0;868;7aaa305240632ea084f080b4cb23770a;0
2094722364;TRANSFER;1000.0;3857;bff42a88483770721315d6987394864c;0
456311041;TRANSFER;8990.0;4004;f4f69bca4c431e5ddaddef528632c24e;0
450724681;TRANSFER;20000.0;10987;b1bad967c9a07c387478a24f700412f8;0
454966600;TRANSFER;2500.0;12035;bda70a6b95599e421521efe1e6ebbe21;0
456167524;TRANSFER;15000.0;12088;68d6b46306e875bfe51d6b5ab278f88b;0
456575558;TRANSFER;8000.0;1890;881634846ca132371fed390271a7b096;0
2095336822;TRANSFER;6500.0;4058;6a54a18e6601a3b624f39ae10a9e6c8d;0
453423845;TRANSFER;28000.0;10780;8b951674204f84020ebcd8d99b6cb29c;0
483362542;TRANSFER;30000.0;8075;8f3cea0cb2f0a7421ee6191c988547f1;0
452171932;TRANSFER;1500.0;11802;47344e7b172a9693714f42a664759568;0
501247811;TRANSFER;50000.0;11929;e033186a1b0a500fcfb636a1c8857b4a;0
2938890568;TRANSFER;4000.0;12125;8bcf802f0d91d3a42410caa482d6cebf;0
456112296;TRANSFER;60000.0;11465;92b3d49e784e7b0f93e6a0f9c55c2584;0
455840377;TRANSFER;110000.0;12481;dd9da14294c3a8db36d59ca2efcc1d35;0
2937996612;TRANSFER;183000.0;2572;7cb36fbe6484e90d779fac7f87907593;0
2685175517;TRANSFER;99000.0;11255;6cb9048bdc967ec6b2c8210500c87ec9;0
2095314234;TRANSFER;5000.0;11993;5eb09003e1a1831ed3bf03315edaae0e;0
452718092;TRANSFER;2000.0;12015;f7492eccd201d138a6381c4c09c562e9;0
2937762710;TRANSFER;25000.0;12887;db729c1f651ff5106b9e2ad2647bd5a4;0
2937698824;TRANSFER;74000.0;1192;219643bbebae259e61057dbb1ddf8658;0
456167524;TRANSFER;5000.0;1239;a105a22201f974b2e13e818b71b5eef4;0
452171932;TRANSFER;15000.0;4435;47344e7b172a9693714f42a664759568;0
2933493153;TRANSFER;1000.0;7936;d677d4e1a0f625e1ad746ea950c9dca9;0
456011212;TRANSFER;800.0;4902;19bc3ce691a4d422532df64e3a8bd395;0
452718092;TRANSFER;5000.0;5469;f7492eccd201d138a6381c4c09c562e9;0
465356982;TRANSFER;5000.0;7569;9030efc541153c7eb82a2280c59cda34;0
498150051;TRANSFER;3000.0;11226;60fcb1228a510afad6bd2932a25eb95b;0
2938023904;TRANSFER;2500.0;11505;0012760d8661910c6291ba66aa0bec93;0
2112056730;TRANSFER;156000.0;744;469c59cdb10b7b007c5f68fd1e9fc53b;0
2937764287;TRANSFER;1600.0;1391;ef8fbc05a5c7b7f022d47b72654a9e1a;0
2933375279;TRANSFER;5000.0;1753;0c1de05ea765df1559aabe6d5e076133;0
456065880;TRANSFER;60000.0;4180;743464acdf1b92dff34e05a47db5aa36;0
2934704401;TRANSFER;10000.0;4747;54dff19c6731ff0b5589627834cc6284;0
2937833270;TRANSFER;990000.0;5522;c37ce90d61970ab39772584ae315149d;0
455975954;TRANSFER;1500.0;7938;36bcd115b5be589cc51736fe0e84f618;0
455536283;TRANSFER;19500.0;9023;456df69c93f581a12ac8b6b4f901cc83;0
455852784;TRANSFER;22500.0;9172;7a90e1820e0ebd04e10c7d91e5566ee9;1
454086659;TRANSFER;120000.0;9654;2934f2bd5181c6ae89bb8ecc90888bed;0
2937649420;TRANSFER;800.0;7596;d81e3bd095e0581d0b03618ea8ed5654;0
2937939312;TRANSFER;113000.0;11660;56f40729d51a181b4a17fa03935b8ebb;0
455912976;TRANSFER;797080.65;2565;674f115fe46fae16c53be56f47851cee;0
452718092;TRANSFER;3000.0;2722;f7492eccd201d138a6381c4c09c562e9;0
2933493153;TRANSFER;8000.0;3335;d677d4e1a0f625e1ad746ea950c9dca9;0
2935588230;TRANSFER;13000.0;3649;f0d722fe560b8d757294b6eb9a17739b;0
451004861;TRANSFER;10000.0;6068;b068ac1bd3e85db9c03a5f75f2f6854d;0
453423845;TRANSFER;210000.0;6386;8b951674204f84020ebcd8d99b6cb29c;0
452966691;TRANSFER;35000.0;11683;c4ea468194fa3162a9e67d10a761d7bb;0
2933375279;TRANSFER;6000.0;5394;0c1de05ea765df1559aabe6d5e076133;0
2684371840;TRANSFER;3000.0;7547;49bd05dbeb272e3330af9d0fb3787021;0
2937920677;TRANSFER;40000.0;11881;0354b1e0f3c51aa425f7c9dee9c4e716;0
2933375279;TRANSFER;10000.0;3401;0c1de05ea765df1559aabe6d5e076133;0
451013142;TRANSFER;8000.0;4947;576cdebec728dd4ed7e4df49a0ef9d0a;0
2937668970;TRANSFER;2000.0;492;3235c77dfd7c1360bb3a55fe73306254;0
452139692;TRANSFER;21000.0;575;722f3739980aa118978e7ef93821dbe6;0
455579485;TRANSFER;150000.0;2687;09e5b4b08c8b9f2b46119ea900a9db3e;0
455975954;TRANSFER;111000.0;3402;2828761c64d5081ce6417b4058ee5868;0
453076643;TRANSFER;2360.0;5567;ec08aed8086528430fa3dcac8444479a;0
452274831;TRANSFER;5000.0;8139;eb73122c4d7478bb4e3189b32630c20c;0
2937764287;TRANSFER;41000.0;447;ef8fbc05a5c7b7f022d47b72654a9e1a;0
2937646786;TRANSFER;30000.0;623;9ce1b7512d40fddaee749ab6eb7327d0;0
2095839711;TRANSFER;300000.0;3403;375f93510efd9bbbea98e3d5bda5e937;0
454360696;TRANSFER;700.0;7198;7a80a4da8082ec0e273b7f8fe1de206e;0
2933375279;TRANSFER;2000.0;8666;0c1de05ea765df1559aabe6d5e076133;0
452139692;TRANSFER;244000.0;9460;2c535cf793c342d6f82325332e48e591;0
456575558;TRANSFER;6000.0;127;881634846ca132371fed390271a7b096;0
456167524;TRANSFER;6000.0;7092;68d6b46306e875bfe51d6b5ab278f88b;0
452195675;TRANSFER;100000.0;3823;7aaa305240632ea084f080b4cb23770a;0
2933375279;TRANSFER;7000.0;3295;0c1de05ea765df1559aabe6d5e076133;0
452966691;TRANSFER;20000.0;8762;c4ea468194fa3162a9e67d10a761d7bb;0
455975954;TRANSFER;1000.0;10874;2828761c64d5081ce6417b4058ee5868;0
454966600;TRANSFER;2000.0;11409;bda70a6b95599e421521efe1e6ebbe21;0
2938439602;TRANSFER;10000.0;8865;02586bb1848d5befd6641a472404c96f;0
2938774348;TRANSFER;1200.0;9553;3f726cb1b883cd6c3815920cb7efcb87;0
2938150265;TRANSFER;7000.0;472;65a50ae9ab335767ef8424a233aa4620;0
455148370;TRANSFER;20000.0;703;26c205c52fb0d2f620389bed3bf072ec;0
2937943828;TRANSFER;1178.0;6860;33802fb03d391878a97580885bfad890;0
2684218560;TRANSFER;6400.0;7651;9f4273a4438d2a8a4c5fda1cb315472a;0
455912976;TRANSFER;1362074.3;9004;674f115fe46fae16c53be56f47851cee;0
2933725046;TRANSFER;3000.0;9635;639bd8a0613721b132d1778ea861238c;0
2112406217;TRANSFER;2100.0;11882;136ebb66d41d5ed506fdb0130aec8546;0
2938120321;TRANSFER;10000.0;8905;2a76601894959780f41e9af8812a9b5c;0
2095531393;TRANSFER;800.0;7704;a31e284d2c3453338bf1629bd39881ec;0
2937668970;TRANSFER;20000.0;10568;7fc3568e388a9b8fad9ff224b240b471;0
2937932020;TRANSFER;22000.0;10525;0994c156360d88b500dbead6432b2952;0
2685248091;TRANSFER;10000.0;5811;3e5405501cdfe6eb9de15d1b69541e23;0
452951313;TRANSFER;6000.0;6549;5ee368e719289d181e38968224ef60db;0
2934079753;TRANSFER;1000.0;8806;0afb567220cdc0a2aa1a11662c259256;0
2938023904;TRANSFER;2500.0;11254;9da144223d8f6574c72fa67e7490a3fb;0
465356982;TRANSFER;1000.0;8550;9030efc541153c7eb82a2280c59cda34;0
2095839711;TRANSFER;140000.0;9545;9c3ab05bdf9459cf203927d9b41d438c;0
454149966;TRANSFER;15000.0;10051;498a9de2a501a2ceb9a2c86f83362cf7;0
455296083;TRANSFER;8000.0;2258;e3938781b3f7e10cb4b8371410945a3c;0
456326660;TRANSFER;50000.0;4937;ab6744c4c0dadf509b4792341a316be4;1
454304966;TRANSFER;13640.0;8341;6e5de7c73cc79fd90dfef27cf2fe3402;0
2933375279;TRANSFER;5000.0;11466;0c1de05ea765df1559aabe6d5e076133;0
2937920677;TRANSFER;4000.0;12399;0b07835eef21a18be4bd3538f8944e33;0
456156194;TRANSFER;1700.0;12792;ce91dd7019705eb20f7bd131a173c25e;0
452139692;TRANSFER;25000.0;5459;2c535cf793c342d6f82325332e48e591;0
2933725046;TRANSFER;3000.0;7559;639bd8a0613721b132d1778ea861238c;0
455956619;TRANSFER;5000.0;2734;d420aca89b580271392fe64e9b321c2c;0
2095839711;TRANSFER;130000.0;3398;9c3ab05bdf9459cf203927d9b41d438c;0
454966600;TRANSFER;500.0;5766;bda70a6b95599e421521efe1e6ebbe21;0
453385660;TRANSFER;9000.0;436;d2aeef5873dfcbd5c69c56430cf288aa;0
2937769334;TRANSFER;10000.0;550;1aab8aa1b1374761d05f8ed290b6dde9;0
2095314234;TRANSFER;10000.0;2318;5eb09003e1a1831ed3bf03315edaae0e;0
2685329878;TRANSFER;1610.0;3037;48dbfb4ec0904fe0b76e490c112d95c9;0
452171932;TRANSFER;35000.0;3505;47344e7b172a9693714f42a664759568;0
2937778211;TRANSFER;30000.0;4272;b49b59c3f532de501500eb6ac7a1ffb5;0
2938167961;TRANSFER;250.0;9313;70013924a3d35b1a300fb4cf4b114013;0
456355739;TRANSFER;75500.0;1233;5474be9abe881a40790bdaa1d324f43b;0
2935588230;TRANSFER;3000.0;3869;f0d722fe560b8d757294b6eb9a17739b;0
2933493153;TRANSFER;8000.0;9362;d677d4e1a0f625e1ad746ea950c9dca9;0
2934812537;TRANSFER;2000.0;10275;62d8843059806fb72fe34d0814cc8850;0
2112406217;TRANSFER;3700.0;5874;09b0548c5814e52b020e0ea4b819f1b2;0
2938208716;TRANSFER;10000.0;7563;554491cee76d558f212c0eafb2e163c6;1
456575558;TRANSFER;3000.0;7613;b84d4998b28afbf0e900c75ad570166b;0
453055831;TRANSFER;32000.0;8716;c759542130fdd1be9959b0d256487f47;0
2112334789;TRANSFER;20000.0;8868;d5b85ff949eb8ac79d7dbc91932e892c;0
456591642;TRANSFER;150000.0;9698;37b842d96e1e39894b80eb7f2dac2faf;1
454326351;TRANSFER;3000.0;933;abacaca0b59383863774bdeb81e77204;0
453005511;TRANSFER;55555.0;1851;e042fd833cf26182ed0da60d8a9825b1;0
2934295459;TRANSFER;1200.0;3871;e1a6e2449e3ceb7a51c502c0b2c8490a;0
455296083;TRANSFER;5000.0;8458;e3938781b3f7e10cb4b8371410945a3c;0
456156194;TRANSFER;1750.0;7514;9b6361b85637b50ffc1f5ddad4fda627;0
2937833270;TRANSFER;40000.0;8511;6c72f0862be62be89e5f0fccf3eb391f;0
456112296;TRANSFER;150000.0;8971;02586bb1848d5befd6641a472404c96f;0
2938118136;TRANSFER;41000.0;29;a8b86f224236228097811c338e63c9ca;0
2939073496;TRANSFER;10000.0;42;c09cb6c442a664c1fe844767879b70b5;0
452501700;TRANSFER;200.0;163;672cb84be96d43307f178ec625be2345;0
483362542;TRANSFER;30000.0;3510;3d43064172ef9007b72efd53744f731f;0
2684693378;TRANSFER;100000.0;3969;0f4b6e1a4bc070cdfdef75c13e38a3e6;0
2933493153;TRANSFER;6000.0;5102;5b0069c634be1f716569f96afcfcfeda;0
456326660;TRANSFER;2000.0;1597;3b6200f28be9543f7d3017e92c5a900d;0
456112296;TRANSFER;16836.27;5103;fa9d3314df77e48ea8c37ae949f0c12c;0
450724681;TRANSFER;6000.0;5985;b1bad967c9a07c387478a24f700412f8;0
2684371840;TRANSFER;2000.0;10018;49bd05dbeb272e3330af9d0fb3787021;0
452966691;TRANSFER;80000.0;11793;c4ea468194fa3162a9e67d10a761d7bb;0
2938063812;TRANSFER;35599.0;5055;a15d4c5e84db6bc70589534e35e494e4;0
2937827669;TRANSFER;15000.0;10019;e2764316c0e77eb866047a877c06be91;0
452718092;TRANSFER;9000.0;10582;f7492eccd201d138a6381c4c09c562e9;0
2935588230;TRANSFER;110000.0;2668;f0d722fe560b8d757294b6eb9a17739b;0
456167524;TRANSFER;10000.0;5082;68d6b46306e875bfe51d6b5ab278f88b;0
2937856609;TRANSFER;4000.0;7545;d97536a94a2ad4f25e33a1224128a766;0
453561213;TRANSFER;124000.0;10000;aed7a1a621fa4cae0d7bcfeb2b5b7a49;0
501948157;TRANSFER;2000.0;11966;7aec37a818d308dc909c8ddf2caef89f;0
2094722364;TRANSFER;41000.0;6015;bff42a88483770721315d6987394864c;0
2937833270;TRANSFER;20000.0;6752;6c72f0862be62be89e5f0fccf3eb391f;0
501247811;TRANSFER;22000.0;11572;e033186a1b0a500fcfb636a1c8857b4a;0
498811236;TRANSFER;500.0;1993;5b8673bac61c2f1050867aeed437a5bf;0
456156194;TRANSFER;8000.0;2723;b749999ad5dd738f976c095995ce37cb;0
498811236;TRANSFER;5000.0;7337;5b8673bac61c2f1050867aeed437a5bf;0
2933725046;TRANSFER;10000.0;8597;639bd8a0613721b132d1778ea861238c;0
2937915784;TRANSFER;15000.0;10861;870c174c83fb97cee04269cf97358b47;0
501247811;TRANSFER;20000.0;317;e033186a1b0a500fcfb636a1c8857b4a;0
456088423;TRANSFER;19000.0;340;3baa3e1eeeeb453b0cfc0114f514770d;0
